BASKETID,BASKETTYPE,DIRECTION,FID,LOCATION_DESCRIPTION,OWNERTYPE,SECTION,STATEPLANE_LABELX,STATEPLANE_LABELY,STATEPLANE_SNAPPEDX,STATEPLANE_SNAPPEDY,STREETNAME1,STREETNAME2,point
30810006,S,SW,9188,SW corner of VANDERBILT AV and PROSPECT PL,D,BKN081,992810.6131,186105.0662,992849.9369,186158.1481,VANDERBILT AV,PROSPECT PL,POINT (-73.96913841499997 40.67749624700008)
11230059,S,NW,6868,NW corner of BROADWAY and W 189 ST,D,MN123,1002651.733,250978.6096,1002675.55,250937.136,BROADWAY,W 189 ST,POINT (-73.93348126999996 40.85554225200008)
11120017,S,SE,3915,SE corner of 3 AV and E 112 ST,D,MN112,1000365.365,228978.5421,1000364.721,229029.0203,3 AV,E 112 ST,POINT (-73.94179906399995 40.79516279600006)
30650109,S,W,16755,W corner of 5 AV and 11 ST,D,BKS065,987696.8346,182611.7552,987738.5429,182639.4182,5 AV,11 ST,POINT (-73.98757657799996 40.667911358000026)
10220133,H,SE,277,SE corner of LAFAYETTE ST and ASTOR PL,B,MN022,986643.3128,205132.6623,986634.5917,205155.4526,LAFAYETTE ST,ASTOR PL,POINT (-73.99136622799995 40.72972635100007)
31150027,S,W,19127,W corner of 86 ST and BAY 26 ST,D,BKS115,985067.8701,159201.3801,985098.8598,159220.6098,86 ST,BAY 26 ST,POINT (-73.99705608699998 40.60365548300007)
31410088,H,NE,12321,NE corner of CHURCH AV and E 10 ST,B,BKS141,992535.0061,174912.0328,992505.9513,174885.29,CHURCH AV,E 10 ST,POINT (-73.97014579499995 40.64677410200005)
31740003,S,SW,10407,SW corner of NOSTRAND AV and SNYDER AV,D,BKN174,998257.4237,175636.7757,998275.4772,175679.1172,NOSTRAND AV,SNYDER AV,POINT (-73.94952312799995 40.64875616300003)
10730034,S,NW,4170,NW corner of CENTRAL PARK W and W 83 ST,D,MN073,992325.3864,224738.4577,992330.7611,224705.6366,CENTRAL PARK W,W 83 ST,POINT (-73.97084141299996 40.783535905000065)
30310040,R,W,23654,W corner of BROADWAY and MYRTLE AV,D,BKN031,1002054.095,193245.8911,1002136.877,193233.2127,BROADWAY,MYRTLE AV,POINT (-73.93579462399998 40.69708240900008)
50110149,S,NW,29127,NW corner of BROAD ST and GORDON ST,D,SI011,961213.4093,166519.8199,961255.3409,166498.5384,BROAD ST,GORDON ST,POINT (-74.08298687099995 40.62371317800006)
50240055,R,SE,13877,SE corner of ARLENE ST and VICTORY BLVD,O,SI024,938291.5683,160332.8274,938238.5759,160375.2338,ARLENE ST,VICTORY BLVD,POINT (-74.16551667199997 40.60664193000008)
10750059,S,NE,5164,NE corner of MANHATTAN AV and W 105 ST,D,MN075,994842.0444,230018.6535,994808.2266,230007.3616,MANHATTAN AV,W 105 ST,POINT (-73.96174549199998 40.79802596600007)
30330137,R,NE,22963,NE corner of TOMPKINS AV and MONROE ST,D,BKN033,999697.0098,189322.4912,999666.8786,189295.2711,TOMPKINS AV,MONROE ST,POINT (-73.94430396099995 40.68631800900005)
20610077,R,SW,23476,SW corner of CAMBRELENG AV and CRESCENT AV,D,BX061,1015876.494,250468.3449,1015923.831,250513.5115,CAMBRELENG AV,CRESCENT AV,POINT (-73.88567770299994 40.85410426100004)
50360017,S,Direction TBD,20211,Location Description T/K,D,SI036,926421.0244,137021.2778,926380.2501,137008.574,Street Name TBD,,POINT (-74.20806782499994 40.54258695200008)
20610093,R,NE,23496,NE corner of E 187 ST and PROSPECT AV,D,BX061,1016747.408,250326.0109,1016718.226,250322.065,E 187 ST,PROSPECT AV,POINT (-73.88253020799993 40.85371043400005)
10210412,S,W,20118,W corner of BLEECKER ST and MORTON ST,D,MN021,983328.2285,205784.1288,983360.7071,205783.5481,BLEECKER ST,MORTON ST,POINT (-74.00332734499995 40.73151474300005)
31130015,S,E,19556,E corner of NEW UTRECHT AV and 17 AV,D,BKS113,984055.6789,162361.383,984018.697,162379.7822,NEW UTRECHT AV,17 AV,POINT (-74.00070132999997 40.61232908100004)
10130105,S,NE,8023,NE corner of W BROADWAY and DUANE ST,D,MN013,981998.1899,200358.9852,981962.334,200351.561,W BROADWAY,DUANE ST,POINT (-74.00812451899998 40.71662379700007)
40230001,H,N,5925,N side of GREENPOINT AV between 46 ST and 45 ST,D,QW023,1006506.637,209642.7553,1006466.478,209586.9867,GREENPOINT AV,46ST/45 ST,POINT (-73.91941998499993 40.74217050300007)
11120093,S,NE,964,NE corner of PLEASANT AV and E 117 ST,D,MN112,1002972.174,229194.458,1002932.731,229191.5791,PLEASANT AV,E 117 ST,POINT (-73.93238369499994 40.79575028800008)
10510058,H,,1327,Unknown corner on E 15 ST,B,MN051,987077.4248,207089.8057,987067.6978,207145.2843,E 15 ST,,POINT (-73.98979910299994 40.73509810200005)
30220060,H,SW,10167,SW corner of COURT ST and STATE ST,B,BKN022,986381.4062,190751.3115,986427.9484,190779.9466,COURT ST,STATE ST,POINT (-73.99231575299996 40.69025301500005)
10320148,R,SW,23293,SW corner of GRAND ST and LUDLOW ST,D,MN032,986992.5969,200455.1005,987012.8554,200473.3619,GRAND ST,LUDLOW ST,POINT (-73.99010789499994 40.71688747200005)
11240043,S,NW,7238,NW corner of SEAMAN AV and W 215 ST,D,MN124,1006766.381,256875.1198,1006768.117,256823.4923,SEAMAN AV,W 215 ST,POINT (-73.91858747899994 40.87171685100003)
10620050,H,NE,4919,NE corner of 3 AV and E 28 ST,O,MN062,989637.1739,209610.0871,989596.9545,209595.9355,3 AV,E 28 ST,POINT (-73.98056060799996 40.74201446300003)
10820196,H,NE,3061,NE corner of E 72 ST and LEXINGTON AV,B,MN082,994845.5234,219947.2885,994758.7221,219977.4604,E 72 ST,LEXINGTON AV,POINT (-73.96174880999996 40.770382744000074)
31610040,H,SW,7202,SW corner of SARATOGA AV and LIVONIA AV,D,BKN161,1007657.602,180251.4972,1007679.457,180291.4964,SARATOGA AV,LIVONIA AV,POINT (-73.91563186599996 40.66140270500006)
40840037,R,S,14937,S side of GOETHALS AV between 160 ST and 161 ST,D,QE084,1037959.21,201194.4234,1037952.85,201221.0996,GOETHALS AV,160 ST/161 ST,POINT (-73.80624705599996 40.71875413200007)
41260008,H,E,20395,E corner of MERRICK BLVD and SELOVER RD,D,QE126,1049376.346,187715.7847,1049306.926,187722.6089,MERRICK BLVD,SELOVER RD,POINT (-73.76519059399999 40.681681866000076)
20530031,R,SE,11146,SE corner of E FORDHAM RD and MARION AV,D,BX053,1013922.183,253217.1002,1013889.078,253254.4279,E FORDHAM RD,MARION AV,POINT (-73.89272998799999 40.86165555000008)
30920059,H,NE,12596,NE corner of UTICA AV and EMPIRE BLVD,D,BKN092,1003296.982,181102.7707,1003260.857,181070.1792,UTICA AV,EMPIRE BLVD,POINT (-73.93134672599996 40.66374971600004)
10220051,S,NE,16,NE corner of AVE OF THE AMERICAS and W 3 ST,D,MN022,983924.6109,205632.8165,983892.4745,205627.6528,AVE OF THE AMERICAS,W 3 ST,POINT (-74.00117549599997 40.73109947000006)
10610172,H,NE,6145,NE corner of E 23 ST and LEXINGTON AV,B,MN061,988587.3194,208720.1794,988517.5702,208714.1952,E 23 ST,LEXINGTON AV,POINT (-73.98434981999998 40.73957246400005)
20620166,S,W,21602,W corner of E TREMONT AV and PARK AVE,D,BX062,1011932.91,247994.8066,1011972.477,248011.7842,E TREMONT AV,PARK AVE,POINT (-73.89994320699998 40.84732837900003)
10850183,R,SE,20021,SE corner of 2 AV and E 92 ST,D,MN085,998416.1829,223998.7837,998403.2259,224039.4798,2 AV,E 92 ST,POINT (-73.94884924699994 40.78149803300005)
10810202,H,NW,3243,NW corner of 3 AV and E 66 ST,B,MN081,994368.4706,218400.5298,994366.6067,218364.3369,3 AV,E 66 ST,POINT (-73.96347342499996 40.76613785100005)
20820163,S,Direction TBD,20259,Location Description T/K,D,BX082,1008736.535,261226.0488,1008697.783,261235.6925,Street Name TBD,,POINT (-73.91144796399993 40.88365355500008)
10230089,R,SE,499,SE corner of 5 AV and E 11 ST,D,MN023,985646.9582,206627.7046,985636.7459,206676.7747,5 AV,E 11 ST,POINT (-73.99496082599995 40.733830090000026)
31030099,S,N,14230,N corner of 4 AV and 90 ST,D,BKS103,976015.3737,165188.3324,976018.6221,165136.9168,4 AV,90 ST,POINT (-74.02966367599998 40.620084648000045)
31020093,S,NW,19706,NW corner of 3 AV and BAY RIDGE PKWY,D,BKS102,976506.1018,169400.8053,976521.5771,169369.369,3 AV,BAY RIDGE PKWY,POINT (-74.02790084099996 40.631647446000045)
10210487,S,NE,56304,NE corner of E HOUSTON ST and MULBERRY ST,D,MN021,985743.7021,203457.9265,985694.1835,203437.3094,E HOUSTON ST,MULBERRY ST,POINT (-73.99461244999998 40.72512980600004)
10310040,C,N,22218,N corner of MADISON ST and OLIVER ST,B,MN031,984901.0741,198721.3821,984888.273,198692.6994,MADISON ST,OLIVER ST,POINT (-73.99765295099996 40.71212923000008)
30210300,H,Direction TBD,38120,Location Description T/K,B,BKN021,987167.1349,194777.6636,987123.2703,194779.7095,Street Name TBD,,POINT (-73.98948073099996 40.701304195000034)
41150025,S,SE,12049,SE corner of HORACE HARDING EXPY and 220 ST,D,QE115,1051414.192,212069.4466,1051345.991,212124.477,HORACE HARDING EXPY,220 ST,POINT (-73.75760026999995 40.74851137100006)
40740002,H,SE,11704,SE corner of NORTHERN BLVD and AUBURNDALE LA,D,QE074,1041108.016,215309.5776,1041082.908,215380.8324,NORTHERN BLVD,AUBURNDALE LA,POINT (-73.79476857699996 40.75747695800004)
30620064,R,S,15641,S corner of SMITH ST and UNION ST,D,BKS062,985969.6593,187553.4839,985946.3089,187590.8322,SMITH ST,UNION ST,POINT (-73.99380129799994 40.681475797000076)
11010331,R,NE,7298,NE corner of FREDERICK DOUGLASS BOULEVARD and W 115 ST,D,MN101,996550.3468,232130.8465,996501.8026,232109.0207,FREDERICK DOUGLASS BOULEVARD,W 115 ST,POINT (-73.95557163999996 40.80382114500003)
10840109,H,SE,20023,SE corner of EAST END AV and E 85 ST,D,MN084,999443.7455,221281.0834,999409.8665,221299.9356,EAST END AV,E 85 ST,POINT (-73.94514500099996 40.77403695500004)
30520094,R,NW,9826,NW corner of LIBERTY AV and AUTUMN AV,D,BKN052,1020552.187,186500.7435,1020579.392,186495.9427,LIBERTY AV,AUTUMN AV,POINT (-73.86912145999997 40.678511997000044)
10210109,H,NW,41,NW corner of GRAND ST and GREENE ST,D,MN021,983631.4953,202244.9558,983634.5091,202209.5756,GRAND ST,GREENE ST,POINT (-74.00223278499993 40.72180059900006)
30920038,H,SW,18898,SW corner of UTICA AV and EMPIRE BLVD,D,BKN092,1003140.215,180968.1194,1003182.931,181001.6394,UTICA AV,EMPIRE BLVD,POINT (-73.93191216799994 40.66338046300007)
30210302,H,SW,38122,SW corner of WASHINGTON ST and PLYMOUTH ST,B,BKN021,987097.6905,195670.0247,987124.4988,195703.1224,WASHINGTON ST,PLYMOUTH ST,POINT (-73.98973080699994 40.70375354000004)
40770011,S,NE,14094,NE corner of NORTHERN BLVD and 158 ST,D,QE077,1037679.345,217548.0253,1037641.58,217532.2684,NORTHERN BLVD,158 ST,POINT (-73.80712676399997 40.76364229200004)
10130308,S,E,18062,Unknown median on FRANKLIN ST,D,MN013,982384.1619,201240.7882,982362.2839,201247.2219,FRANKLIN ST,FRANKLIN ST,POINT (-74.00673242699997 40.71904422500006)
10220349,R,N,42577,N corner of HUDSON ST and PERRY ST,O,MN022,982638.7237,207162.5536,982601.6142,207129.0277,HUDSON ST,PERRY ST,POINT (-74.00581551799996 40.73529808200004)
20710099,H,,9752,,P,BX071,1010945.304,255598.1004,,,,,POINT (-73.90348256799996 40.86820017500003)
11010047,S,SW,4656,SW corner of FREDERICK DOUGLASS BOULEVARD and W 124 ST,D,MN101,997555.3346,234176.0179,997589.9759,234204.5549,FREDERICK DOUGLASS BOULEVARD,W 124 ST,POINT (-73.95193749399994 40.80943312100004)
11220183,S,NW,8526,NW corner of FT WASHINGTON AV and W 180 ST,D,MN122,1001186.844,249018.713,1001202.756,248981.861,FT WASHINGTON AV,W 180 ST,POINT (-73.93878162799996 40.85016585000005)
30240066,S,NW,10310,NW corner of VANDERBILT AV and PARK AVE,D,BKN024,992398.9617,192935.6722,992421.7356,192910.0178,VANDERBILT AV,PARK AVE,POINT (-73.970614255 40.69624508700008)
10340066,R,SE,636,SE corner of 1 AV and E 11 ST,D,MN034,988714.0252,204942.994,988707.2122,204975.6101,1 AV,E 11 ST,POINT (-73.98389509599997 40.729204956000046)
31250033,R,Direction TBD,18707,Location Description T/K,O,BKS125,990024.8359,173348.3348,990001.9229,173345.055,Street Name TBD,,POINT (-73.97919272199994 40.64248407900004)
20620099,R,N,23333,N corner of E 180 ST and CLINTON AV,D,BX062,1015291.275,248177.0719,1015292.208,248142.5057,E 180 ST,CLINTON AV,POINT (-73.88780376499994 40.847817476000046)
10430140,S,NE,1507,NE corner of 11 AV and W 44 ST,D,MN043,985061.0213,216946.7692,985022.444,216937.8726,11 AV,W 44 ST,POINT (-73.99707380999996 40.76215340500005)
50120190,S,N,13893,N corner of WESTERVELT AV and CURTIS PL,D,SI012,960758.9469,174044.0732,960778.0486,173946.3943,WESTERVELT AV,CURTIS PL,POINT (-74.08465018699997 40.64436445700005)
10810365,C,NW,69219,NW corner of 2 AV and E 59 ST,P,MN081,994130.5787,216522.8209,994102.2703,216424.0324,2 AV,E 59 ST,POINT (-73.96433498299996 40.760984293000035)
10210426,S,NE,18803,NE corner of LAFAYETTE ST and HOWARD ST,D,MN021,984375.4295,201312.4744,984327.3456,201295.6568,LAFAYETTE ST,HOWARD ST,POINT (-73.99954896099996 40.71924118200008)
10630039,H,NE,5101,NE corner of SUTTON PL S and E 56 ST,B,MN063,995094.7299,214966.3601,995045.8642,214960.5081,SUTTON PL S,E 56 ST,POINT (-73.96085714399999 40.756711076000045)
11110146,S,NW,6105,NW corner of 1 AV and E 109 ST,D,MN111,1001212.358,227761.9379,1001217.065,227707.0217,1 AV,E 109 ST,POINT (-73.93874313199996 40.791821961000046)
40620098,R,N,18176,N corner of AUSTIN ST and 69 RD,D,QW062,1026342.017,202190.0402,1026349.85,202152.5583,AUSTIN ST,69 RD,POINT (-73.84814941699995 40.72154975600006)
30610012,S,SW,18151,SW corner of COURT ST and 4 PL,D,BKS061,984706.921,186187.3426,984760.0515,186234.4635,COURT ST,4 PL,POINT (-73.99835413099999 40.677726204000066)
41140011,S,Direction TBD,20282,Location Description T/K,D,QE114,1057268.523,219610.4847,1057228.223,219636.0653,Street Name TBD,,POINT (-73.73638972099997 40.769163099000025)
40310009,S,,15726,Intersection of 29 AV and ASTORIA BLVD,D,QW031,1021232.786,216829.0083,1021154.769,216815.5244,29 AV,ASTORIA BLVD,POINT (-73.86650106899998 40.761752872000045)
10510356,H,Direction TBD,1661,Location Description T/K,B,MN051,988656.3048,211797.9642,988679.4513,211839.7587,Street Name TBD,,POINT (-73.98409886399998 40.74802018200006)
10710051,S,NE,5319,NE corner of WEST END AV and THELONIUS MONK CRCL,D,MN071,987489.965,221321.0738,987442.9001,221305.3416,WEST END AV,THELONIUS MONK CRCL,POINT (-73.98830365699996 40.77415918100007)
31150059,S,S,15170,S corner of 86 ST and BAY PKWY,D,BKS115,985982.4929,158495.6224,985972.0241,158533.4491,86 ST,BAY PKWY,POINT (-73.99376248399994 40.60171819000004)
20510034,H,E,15771,E corner of W BURNSIDE AV and LORING PL S,D,BX051,1007927.793,250435.0559,1007889.746,250421.6153,W BURNSIDE AV,LORING PL S,POINT (-73.91441083999996 40.85403778700004)
10630045,H,NW,5118,NW corner of 3 AV and E 53 ST,B,MN063,992700.3358,215404.3373,992705.2619,215363.8866,3 AV,E 53 ST,POINT (-73.96949921399994 40.757915824000065)
20530108,R,SW,52220,SW corner of E FORDHAM RD and ELM PL,D,BX053,1013566.648,253274.4177,1013607.717,253288.8504,E FORDHAM RD,ELM PL,POINT (-73.89401507299993 40.86181405700006)
11210219,R,NW,17406,NW corner of AMSTERDAM AV and W 165 ST,D,MN121,1001296.542,244645.2001,1001301.573,244612.1814,AMSTERDAM AV,W 165 ST,POINT (-73.93839622899998 40.83816162800008)
30340037,R,SE,12697,SE corner of FULTON ST and ROCHESTER AV,O,BKN034,1004448.821,186666.7757,1004420.878,186706.372,FULTON ST,ROCHESTER AV,POINT (-73.92717826199998 40.679019108000034)
10210075,H,SE,228,SE corner of W HOUSTON ST and GREENE ST,D,MN021,984712.7002,203733.6119,984691.9184,203784.6971,W HOUSTON ST,GREENE ST,POINT (-73.99833209299999 40.72588661000003)
30820130,S,SE,12817,SE corner of ST JOHNS PLACE and ALBANY AV,D,BKN082,1001157.677,183685.4923,1001120.629,183730.4725,ST JOHNS PLACE,ALBANY AV,POINT (-73.93905135699998 40.670843054000045)
10330048,R,NW,22229,NW corner of AV B and E 4 ST,D,MN033,989078.2948,202850.5458,989084.0422,202812.6256,AV B,E 4 ST,POINT (-73.98258229999993 40.72346150200008)
20620173,S,W,42173,W corner of E TREMONT AV and BRYANT AVE,D,BX062,1016933.594,245552.5181,1017003.245,245561.9007,E TREMONT AV,BRYANT AVE,POINT (-73.88188045299995 40.84060792500003)
40920016,S,NW,17469,NW corner of JAMAICA AV and 89 ST,D,QW092,1024240.464,191733.3049,1024269.824,191707.366,JAMAICA AV,89 ST,POINT (-73.85579311199996 40.692858271000034)
10130022,C,SW,3550,SW corner of CENTRE ST and WORTH ST,B,MN013,983589.1942,199805.6493,983621.6449,199821.0833,CENTRE ST,WORTH ST,POINT (-74.00238515199999 40.71510528400006)
31150024,S,W,19110,W corner of 86 ST and BAY 28 ST,D,BKS115,985483.0277,158875.2873,985516.3131,158892.9398,86 ST,BAY 28 ST,POINT (-73.99556105999994 40.60276037700004)
30210079,H,NE,20825,NE corner of JORALEMON ST and HENRY ST,D,BKN021,985670.7619,191840.0268,985634.469,191820.1282,JORALEMON ST,HENRY ST,POINT (-73.99487805399997 40.69324143000006)
10710209,H,Direction TBD,7950,Location Description T/K,P,MN071,986769.5494,221686.8362,986797.6132,221660.3654,Street Name TBD,,POINT (-73.99090455799995 40.77516333800003)
30430096,H,W,20600,W corner of KNICKERBOCKER AV and ELDERT ST,D,BKN043,1009873.153,191586.0417,1009916.057,191600.4731,KNICKERBOCKER AV,ELDERT ST,POINT (-73.90760312399993 40.692507325000065)
40410040,S,SE,14246,SE corner of ROOSEVELT AV and 75 ST,D,QW041,1014659.75,211373.2079,1014623.502,211407.4414,ROOSEVELT AV,75 ST,POINT (-73.89025304599994 40.74680314600005)
41380060,S,S,21327,S corner of FARMERS BLVD and GUY R BREWER BLVD,D,QE138,1048423.184,181119.4482,1048438.372,181178.1154,FARMERS BLVD,GUY R BREWER BLVD,POINT (-73.76868997299994 40.663583423000034)
20720009,S,W,9071,W corner of BEDFORD PARK BLVD and BAINBRIDGE AV,D,BX072,1015835.587,256317.0875,1015873.782,256326.8201,BEDFORD PARK BLVD,BAINBRIDGE AV,POINT (-73.88579801099996 40.87015743000006)
10920097,S,SW,2896,SW corner of AMSTERDAM AV and W 140 ST,D,MN092,998028.3409,238768.1682,998073.4825,238783.6367,AMSTERDAM AV,W 140 ST,POINT (-73.95021938799994 40.82203656300004)
10410143,H,NW,922,NW corner of 10 AV and W 15 ST,B,MN041,982088.9167,209971.5063,982091.3363,209942.2832,10 AV,W 15 ST,POINT (-74.00780032399996 40.74300784400003)
40940059,H,W,13728,W corner of LEFFERTS BLVD and AUSTIN ST,D,QW094,1031378.04,197761.4799,1031440.896,197760.3755,LEFFERTS BLVD,AUSTIN ST,POINT (-73.83001240299996 40.70936904300004)
20410114,R,NE,52251,NE corner of MORRIS AV and E 162 ST,D,BX041,1007030.623,240431.6573,1006989.754,240419.6275,MORRIS AV,E 162 ST,POINT (-73.91768790799995 40.82658373900006)
31320375,E,SE,70414,SE corner of STILLWELL AV and BOWERY,D,BKS132,989594.6924,148601.7593,989546.4592,148671.6712,STILLWELL AV,BOWERY,POINT (-73.98076225699998 40.574560063000035)
21110064,S,N,7761,N corner of MORRIS PARK AV and DELANCEY PL,D,BX111,1022945.353,247766.35,1022902.665,247718.2251,MORRIS PARK AV,DELANCEY PL,POINT (-73.86014075599996 40.84665994200003)
31750001,S,NW,10913,NW corner of FOSTER AV and NOSTRAND AV,D,BKN175,998557.9346,171998.3319,998582.7043,171966.769,FOSTER AV,NOSTRAND AV,POINT (-73.94844789899997 40.638768937000066)
11220004,R,NE,6459,NE corner of BROADWAY and W 181 ST,D,MN122,1002154.135,249017.3107,1002068.071,249031.4049,BROADWAY,W 181 ST,POINT (-73.93528526599994 40.850160093000056)
40610077,S,N,6559,N corner of 78 CR and QUEENS BLVD,D,QW061,1031051.088,199754.5595,1031047.088,199699.0167,78 CR,QUEENS BLVD,POINT (-73.83117784599995 40.71484129900006)
10110458,H,,37273,,P,MN011,983269.1975,196672.6769,,,,,POINT (-74.00353900899995 40.70650598800006)
50320025,H,SW,16824,SW corner of BALTIMORE ST and RHETT AV,B,SI032,942211.0683,140285.4311,942126.9412,140302.308,BALTIMORE ST,RHETT AV,POINT (-74.15127628199997 40.551635316000045)
31410081,H,SW,12174,SW corner of BEDFORD AV and CHURCH AV,D,BKS141,996461.3775,176215.6256,996481.7275,176259.431,BEDFORD AV,CHURCH AV,POINT (-73.95599446099999 40.650347639000074)
10310187,C,NE,22061,NE corner of HESTER ST and ELDRIDGE ST,B,MN031,986275.0012,200328.2913,986260.1174,200317.4305,HESTER ST,ELDRIDGE ST,POINT (-73.99269656299998 40.71653960500004)
10420292,R,NW,1251,NW corner of 7 AV and W 23 ST,D,MN042,985437.4953,210448.7238,985443.0553,210414.241,7 AV,W 23 ST,POINT (-73.99571595399993 40.74431787200007)
11010205,S,NE,2761,NE corner of FREDERICK DOUGLASS BOULEVARD and W 112 ST,D,MN101,996166.4345,231435.4683,996121.9477,231421.1448,FREDERICK DOUGLASS BOULEVARD,W 112 ST,POINT (-73.95695959499994 40.80191304900006)
10510270,H,NE,1799,NE corner of BROADWAY and W 31 ST,B,MN051,987558.619,211649.1584,987513.5499,211628.041,BROADWAY,W 31 ST,POINT (-73.98806054299996 40.74761222600006)
31610132,H,SE,6997,SE corner of THOMAS S BOYLAND ST and LIVONIA AV,D,BKN161,1008807.196,180468.916,1008769.885,180507.7886,THOMAS S BOYLAND ST,LIVONIA AV,POINT (-73.91148751899993 40.66199635800007)
41020012,S,Direction TBD,13531,Location Description T/K,D,QE102,1031442.798,186202.2195,1031457.371,186254.167,Street Name TBD,,POINT (-73.82985980299998 40.67764125700006)
10520217,C,NW,18386,NW corner of BROADWAY and W 52 ST,B,MN052,988870.2191,217237.5442,988880.2598,217186.1106,BROADWAY,W 52 ST,POINT (-73.98332309899996 40.76295033800005)
20110213,S,Direction TBD,7974,Location Description T/K,D,BX011,1005125.582,234411.3944,1005101.928,234366.9742,Street Name TBD,,POINT (-73.92459014199994 40.81006452100007)
10510608,R,NE,47374,NE corner of PARK AV S and E 29 ST,D,MN051,988890.3723,210337.1105,988828.3209,210313.6047,PARK AV S,E 29 ST,POINT (-73.98325510999997 40.744010384000035)
10510100,C,NE,18738,NE corner of 8 AV and W 41 ST,B,MN051,987038.1916,214936.9025,986987.8423,214913.061,8 AV,W 41 ST,POINT (-73.98993741799995 40.75663643200005)
20730038,S,NE,9555,NE corner of BAINBRIDGE AV and E 208 ST,D,BX073,1017622.382,259178.9036,1017578.552,259131.237,BAINBRIDGE AV,E 208 ST,POINT (-73.87932327899995 40.878005655000045)
10820084,H,SE,3636,SE corner of 3 AV and E 71 ST,B,MN082,995057.2635,219401.7046,995048.797,219435.0238,3 AV,E 71 ST,POINT (-73.96098524999996 40.76888500100006)
30240013,S,SE,9329,SE corner of MYRTLE AV and WAVERLY AV,D,BKN024,993223.5647,191785.9662,993186.7308,191818.8224,MYRTLE AV,WAVERLY AV,POINT (-73.96764206199998 40.693088612000054)
10820113,H,NW,4020,NW corner of LEXINGTON AV and E 73 ST,B,MN082,994840.9342,220278.9857,994840.4444,220244.2918,LEXINGTON AV,E 73 ST,POINT (-73.96176485599995 40.77129317200007)
10520340,C,SW,18786,SW corner of BROADWAY and W 49 ST,B,MN052,988460.0805,216430.621,988516.1233,216448.7072,BROADWAY,W 49 ST,POINT (-73.98480414799997 40.760735745000034)
11220018,S,NW,6506,NW corner of FT WASHINGTON AV and W 181 ST,D,MN122,1001282.487,249358.6385,1001307.042,249323.5601,FT WASHINGTON AV,W 181 ST,POINT (-73.93843505199999 40.85109866100004)
10730176,H,SW,8932,SW corner of CENTRAL PARK W and W 86 ST,B,MN073,992662.2404,225346.635,992696.3607,225370.6976,CENTRAL PARK W,W 86 ST,POINT (-73.96962427899996 40.78520487600008)
11030124,S,NE,6528,NE corner of W 135 ST and EDGECOMBE AV,D,MN103,998730.349,236989.7059,998691.142,236977.5313,W 135 ST,EDGECOMBE AV,POINT (-73.94768682299997 40.81715406200004)
10920099,S,SE,2905,SE corner of BROADWAY and W 141 ST,D,MN092,997503.9561,239351.6555,997487.6143,239403.117,BROADWAY,W 141 ST,POINT (-73.95211287199999 40.82363887300005)
31830009,S,S,16186,S corner of AV L and E 94 ST,D,BKS183,1012676.162,171360.0569,1012674.428,171409.7327,AV L,E 94 ST,POINT (-73.89758061999999 40.63698295200004)
30210282,H,NE,20507,NE corner of WASHINGTON ST and YORK ST,B,BKN021,987147.6805,194938.2148,987132.8092,194914.5741,WASHINGTON ST,YORK ST,POINT (-73.98955082399993 40.70174487700007)
10430218,S,NE,1612,NE corner of 9 AV and W 41 ST,D,MN043,986260.1931,215386.0125,986211.4147,215375.1185,9 AV,W 41 ST,POINT (-73.99274548399995 40.757869336000056)
40930020,S,SW,16241,SW corner of JAMAICA AV and 107 ST,D,QW093,1028451.348,192579.3754,1028464.36,192631.0518,JAMAICA AV,107 ST,POINT (-73.84060285599998 40.695160507000026)
11240106,S,W,8303,W corner of POST AV and W 204 ST,D,MN124,1005952.488,254134.7844,1005998.824,254117.1526,POST AV,W 204 ST,POINT (-73.92153919899994 40.86419750500005)
50320018,S,S,14039,S corner of CORBIN AV and ELKHART ST,D,SI032,942270.1259,145010.6306,942316.1698,145060.4711,CORBIN AV,ELKHART ST,POINT (-74.15109309599995 40.56460534400003)
30220050,S,S,9924,S corner of 3 AV and ST MARKS PLACE,D,BKN022,989150.126,187959.6901,989139.1273,188005.0112,3 AV,ST MARKS PLACE,POINT (-73.98233398599996 40.682589552000024)
20610157,R,NW,22641,NW corner of CRESCENT AV and HUGHES AV,D,BX061,1015147.918,250332.2051,1015169.085,250312.9935,CRESCENT AV,HUGHES AV,POINT (-73.88831199099997 40.85373317800003)
11030042,S,SE,5058,SE corner of ADAM CLAYTON POWELL JR BOULEVARD and W 133 ST,D,MN103,999617.9033,235767.6492,999610.2052,235806.3231,ADAM CLAYTON POWELL JR BOULEVARD,W 133 ST,POINT (-73.94448306499999 40.81379835900003)
30330027,R,SW,1080,SW corner of LAFAYETTE AV and TOMPKINS AV,D,BKN033,999367.7959,190799.5361,999388.9461,190850.7666,LAFAYETTE AV,TOMPKINS AV,POINT (-73.94548769799997 40.69037272700007)
41250076,R,Direction TBD,43395,Location Description T/K,D,QE125,1046573.106,189509.938,1046549.714,189562.0379,Street Name TBD,,POINT (-73.77528094099995 40.68662657200008)
10340184,H,SE,7095,SE corner of 1 AV and E 10 ST,D,MN034,988591.0084,204715.6539,988584.8076,204756.4603,1 AV,E 10 ST,POINT (-73.98433909099998 40.72858102400005)
30150052,H,Direction TBD,13578,Location Description T/K,B,BKN015,1000278.398,195288.7233,1000232.783,195283.7855,Street Name TBD,,POINT (-73.94219344599998 40.702692900000045)
